onset	duration	trial_type
0.104	0.3	error -10
204.856	0.3	error -10
355.304	0.3	error -10
506.74	0.3	error -10
658.74	0.3	error -10
810.044	0.3	error -10
960.68	0.3	error -10
1112.724	0.3	error -10
2096.292	0.3	error -10
2100.468	0.3	error -10
2247.56	0.3	error -10
2399.576	0.3	error -10
2551.812	0.3	error -10
2704.876	0.3	error -10
2855.688	0.3	error -10
3003.516	0.3	error -10
3522.208	0.3	error -10
4117.336	0.3	error -10
4121.476	0.3	error -10
4412.396	0.3	error -10
4416.38	0.3	error -10
5399.372	0.3	error -10
5403.732	0.3	error -10
5935.652	0.3	error -10
6088.868	0.3	error -10
6242.32	0.3	error -10
6778.38	0.3	error -10
6782.532	0.3	error -10
6928.872	0.3	error -10
6929.264	0.3	error -10
7081.856	0.3	error -10
7234.336	0.3	error -10
7387.42	0.3	error -10
7540.276	0.3	error -10
7693.728	0.3	error -10
7846.764	0.3	error -10
8000.208	0.3	error -10
8153.548	0.3	error -10
8306.4	0.3	error -10
9381.46	0.3	error -10
9385.612	0.3	error -10
9459.036	0.3	error -10
9459.38	0.3	error -10
9613.408	0.3	error -10
9767.864	0.3	error -10
9846.896	0.3	error -10
10000.16	0.3	error -10
10231.444	0.3	error -10
10385.508	0.3	error -10
10539.968	0.3	error -10
10694.204	0.3	error -10
10845.3	0.3	error -10
10999.132	0.3	error -10
11153.424	0.3	error -10
11307.52	0.3	error -10
11997.352	0.3	error -10
12001.512	0.3	error -10
12534.096	0.3	error -10
12688.172	0.3	error -10
13301.368	0.3	error -10
13607.288	0.3	error -10
13910.972	0.3	error -10
14217.652	0.3	error -10
14680.628	0.3	error -10
14684.788	0.3	error -10
14757.6	0.3	error -10
14911.508	0.3	error -10
15066.568	0.3	error -10
15220.604	0.3	error -10
15375.256	0.3	error -10
15529.868	0.3	error -10
15683.552	0.3	error -10
15837.992	0.3	error -10
15992.892	0.3	error -10
16146.708	0.3	error -10
16301.58	0.3	error -10
16456.144	0.3	error -10
16610.504	0.3	error -10
16765.336	0.3	error -10
17303.588	0.3	error -10
17307.744	0.3	error -10
17455.616	0.3	error -10
17610.076	0.3	error -10
17764.136	0.3	error -10
17918.612	0.3	error -10
18072.64	0.3	error -10
18226.052	0.3	error -10
18378.084	0.3	error -10
18532.756	0.3	error -10
18687.372	0.3	error -10
18840.396	0.3	error -10
18992.836	0.3	error -10
19300.492	0.3	error -10
19300.836	0.3	error -10
19916.14	0.3	error -10
19920.492	0.3	error -10
20301.008	0.3	error -10
20452.476	0.3	error -10
20606.716	0.3	error -10
20758.364	0.3	error -10
20911.596	0.3	error -10
21065.844	0.3	error -10
21220.712	0.3	error -10
21375.572	0.3	error -10
21528.8	0.3	error -10
21680.448	0.3	error -10
21834.476	0.3	error -10
9461.204	2.004	error -100
19302.66	2.004	error -100
