onset	duration	trial_type
0.104	0.3	error -10
18.384	0.3	error -10
575.748	0.3	error -10
783.364	0.3	error -10
787.436	0.3	error -10
853.744	0.3	error -10
1200.96	0.3	error -10
1548.388	0.3	error -10
1688.668	0.3	error -10
1829.164	0.3	error -10
1975.444	0.3	error -10
2341.664	0.3	error -10
3038.312	0.3	error -10
3112.824	0.3	error -10
3269.276	0.3	error -10
3497.468	0.3	error -10
3653.624	0.3	error -10
4043.304	0.3	error -10
4199.98	0.3	error -10
4431.616	0.3	error -10
4587.276	0.3	error -10
4742.7	0.3	error -10
4976.896	0.3	error -10
5598.508	0.3	error -10
5603.064	0.3	error -10
5753.32	0.3	error -10
6141.276	0.3	error -10
6297.516	0.3	error -10
6528.568	0.3	error -10
6684.396	0.3	error -10
7463.516	0.3	error -10
7620.528	0.3	error -10
8165.72	0.3	error -10
8170.472	0.3	error -10
8399.856	0.3	error -10
8558.74	0.3	error -10
8793.948	0.3	error -10
8951.012	0.3	error -10
9340.832	0.3	error -10
9866.268	0.3	error -10
10255.98	0.3	error -10
10648.024	0.3	error -10
10652.796	0.3	error -10
11038.588	0.3	error -10
11195.672	0.3	error -10
11585.48	0.3	error -10
11742.152	0.3	error -10
11974.58	0.3	error -10
12131.036	0.3	error -10
12363.608	0.3	error -10
12516.064	0.3	error -10
13210.072	0.3	error -10
13284.824	0.3	error -10
13442.304	0.3	error -10
13835.66	0.3	error -10
14224.512	0.3	error -10
14380.412	0.3	error -10
14614.048	0.3	error -10
14770.692	0.3	error -10
15004.12	0.3	error -10
15161.988	0.3	error -10
15790.364	0.3	error -10
16098.132	0.3	error -10
16486.164	0.3	error -10
16642.212	0.3	error -10
16873.8	0.3	error -10
17029.876	0.3	error -10
17184.12	0.3	error -10
17339.536	0.3	error -10
17805.272	0.3	error -10
18115.252	0.3	error -10
18350.768	0.3	error -10
18355.52	0.3	error -10
18723.388	0.3	error -10
19072.448	0.3	error -10
19213.264	0.3	error -10
19420.292	0.3	error -10
19559.148	0.3	error -10
19905.772	0.3	error -10
20045.464	0.3	error -10
20252.74	0.3	error -10
20601.076	0.3	error -10
20605.436	0.3	error -10
20740.864	0.3	error -10
21091.9	0.3	error -10
21232.94	0.3	error -10
21577.616	0.3	error -10
21921.036	0.3	error -10
22059.3	0.3	error -10
22265.34	0.3	error -10
22403.432	0.3	error -10
22817.112	0.3	error -10
22821.196	0.3	error -10
23115.132	0.3	error -10
23495.664	0.3	error -10
23648.5	0.3	error -10
23876.88	0.3	error -10
24031.308	0.3	error -10
24261.152	0.3	error -10
24415.232	0.3	error -10
25258.932	0.3	error -10
25263.68	0.3	error -10
25411.516	0.3	error -10
25565.612	0.3	error -10
25794.412	0.3	error -10
25949.088	0.3	error -10
26178.696	0.3	error -10
26333.552	0.3	error -10
26562.408	0.3	error -10
26714.708	0.3	error -10
27091.552	0.3	error -10
27695.604	0.3	error -10
27700.164	0.3	error -10
27845.456	0.3	error -10
27997.54	0.3	error -10
