onset	duration	trial_type
0.244	0.3	error -10
307.364	0.3	error -10
311.716	0.3	error -10
457.948	0.3	error -10
613.396	0.3	error -10
1001.836	0.3	error -10
1082.524	0.3	error -10
1549.228	0.3	error -10
1706.944	0.3	error -10
1864.244	0.3	error -10
2098.664	0.3	error -10
2178.792	0.3	error -10
2888.3	0.3	error -10
2892.868	0.3	error -10
3044.896	0.3	error -10
3203.344	0.3	error -10
3361.976	0.3	error -10
3519.088	0.3	error -10
3754.28	0.3	error -10
3912.36	0.3	error -10
4305.004	0.3	error -10
4463.46	0.3	error -10
4620.14	0.3	error -10
4778.228	0.3	error -10
5246.512	0.3	error -10
5250.808	0.3	error -10
5323.968	0.3	error -10
5552.56	0.3	error -10
5708.664	0.3	error -10
6178.02	0.3	error -10
6335.128	0.3	error -10
6492.772	0.3	error -10
6882.844	0.3	error -10
7276.664	0.3	error -10
7435.34	0.3	error -10
7830.12	0.3	error -10
7834.5	0.3	error -10
8146.984	0.3	error -10
8305.496	0.3	error -10
8779.7	0.3	error -10
8939.836	0.3	error -10
9177.524	0.3	error -10
9335.944	0.3	error -10
9651.196	0.3	error -10
10441.48	0.3	error -10
10597.504	0.3	error -10
10833.912	0.3	error -10
10915.404	0.3	error -10
11150.652	0.3	error -10
11385.412	0.3	error -10
11543.904	0.3	error -10
11936.52	0.3	error -10
12252.904	0.3	error -10
12412.172	0.3	error -10
12967.776	0.3	error -10
12972.148	0.3	error -10
13203.424	0.3	error -10
13598.464	0.3	error -10
13758.14	0.3	error -10
13995.324	0.3	error -10
14154.804	0.3	error -10
14312.868	0.3	error -10
14472.136	0.3	error -10
14867.76	0.3	error -10
15584.036	0.3	error -10
15588.496	0.3	error -10
16051.944	0.3	error -10
16208.976	0.3	error -10
16600.216	0.3	error -10
16758.084	0.3	error -10
16993.316	0.3	error -10
17151.14	0.3	error -10
17309.16	0.3	error -10
17625.448	0.3	error -10
18180.128	0.3	error -10
18256.244	0.3	error -10
18415.3	0.3	error -10
18810.232	0.3	error -10
18967.872	0.3	error -10
19362.552	0.3	error -10
19521.616	0.3	error -10
19916.196	0.3	error -10
20075.648	0.3	error -10
20790.272	0.3	error -10
20794.608	0.3	error -10
21024.664	0.3	error -10
21183.936	0.3	error -10
21343.236	0.3	error -10
21580.392	0.3	error -10
21740.076	0.3	error -10
22057.548	0.3	error -10
22374.864	0.3	error -10
22534.136	0.3	error -10
22770.588	0.3	error -10
22930.028	0.3	error -10
23327.32	0.3	error -10
23332.084	0.3	error -10
23644.712	0.3	error -10
23805.22	0.3	error -10
24201.008	0.3	error -10
24361.08	0.3	error -10
24520.944	0.3	error -10
24758.812	0.3	error -10
24918.48	0.3	error -10
25315.296	0.3	error -10
25474.22	0.3	error -10
25948.884	0.3	error -10
25953.208	0.3	error -10
26026.788	0.3	error -10
26257.008	0.3	error -10
26411.904	0.3	error -10
26566.548	0.3	error -10
26796.632	0.3	error -10
26951.888	0.3	error -10
27111.336	0.3	error -10
27348.592	0.3	error -10
27508.1	0.3	error -10
27904.48	0.3	error -10
28380.964	0.3	error -10
28385.648	0.3	error -10
28538.936	0.3	error -10
28774.58	0.3	error -10
28933.472	0.3	error -10
29092.344	0.3	error -10
29646.34	0.3	error -10
1.064	1	error -100
