onset	duration	trial_type
0.104	0.3	error -10
0.448	0.3	error -10
223.988	0.3	error -10
380.96	0.3	error -10
538.416	0.3	error -10
1414.3	0.3	error -10
1419.248	0.3	error -10
1574.112	0.3	error -10
1734.536	0.3	error -10
2448.236	0.3	error -10
2610.324	0.3	error -10
2772.36	0.3	error -10
2934.42	0.3	error -10
3336.496	0.3	error -10
3498.18	0.3	error -10
4064.464	0.3	error -10
4068.944	0.3	error -10
4223.392	0.3	error -10
4385.86	0.3	error -10
4548.332	0.3	error -10
5111.892	0.3	error -10
5273.752	0.3	error -10
5435.78	0.3	error -10
5597.68	0.3	error -10
5760.692	0.3	error -10
6165.42	0.3	error -10
6651.232	0.3	error -10
6655.728	0.3	error -10
6808.2	0.3	error -10
6970.884	0.3	error -10
7533.788	0.3	error -10
7696.216	0.3	error -10
7858.424	0.3	error -10
8017.452	0.3	error -10
8579.628	0.3	error -10
8740.068	0.3	error -10
9224.316	0.3	error -10
9228.9	0.3	error -10
9617.856	0.3	error -10
9781.476	0.3	error -10
9945.144	0.3	error -10
11001.696	0.3	error -10
11164.552	0.3	error -10
11326.6	0.3	error -10
11894.724	0.3	error -10
11899.1	0.3	error -10
12053.572	0.3	error -10
12215.84	0.3	error -10
12378.096	0.3	error -10
12778.2	0.3	error -10
12939.5	0.3	error -10
13263.728	0.3	error -10
13423.972	0.3	error -10
13827.636	0.3	error -10
13990.724	0.3	error -10
14473.9	0.3	error -10
14478.624	0.3	error -10
14483.176	0.3	error -10
15203.492	0.3	error -10
15366.556	0.3	error -10
15530.032	0.3	error -10
15692.876	0.3	error -10
16420.916	0.3	error -10
16584.344	0.3	error -10
17074.108	0.3	error -10
17078.64	0.3	error -10
17964.548	0.3	error -10
19183.344	0.3	error -10
19674.66	0.3	error -10
20400.588	0.3	error -10
20564.272	0.3	error -10
20727.464	0.3	error -10
20811.724	0.3	error -10
1.268	1	error -100
