onset	duration	trial_type
0.104	0.3	error -10
141.728	0.3	error -10
295.384	0.3	error -10
765.764	0.3	error -10
770.532	0.3	error -10
845.496	0.3	error -10
1004.692	0.3	error -10
1164.576	0.3	error -10
1722.168	0.3	error -10
1881.652	0.3	error -10
1961.948	0.3	error -10
2120.992	0.3	error -10
2516.62	0.3	error -10
2676.272	0.3	error -10
2835.34	0.3	error -10
3236.564	0.3	error -10
3389.192	0.3	error -10
3548.26	0.3	error -10
4263.624	0.3	error -10
4423.528	0.3	error -10
4583.5	0.3	error -10
4742.212	0.3	error -10
5299.86	0.3	error -10
5460.564	0.3	error -10
5860.412	0.3	error -10
5864.92	0.3	error -10
5940.856	0.3	error -10
6659.84	0.3	error -10
6816.164	0.3	error -10
6976.992	0.3	error -10
7137.476	0.3	error -10
7696.256	0.3	error -10
7855.712	0.3	error -10
8413.664	0.3	error -10
8418.168	0.3	error -10
8492.928	0.3	error -10
8652.208	0.3	error -10
8890.064	0.3	error -10
9049.28	0.3	error -10
9594.06	0.3	error -10
9754.268	0.3	error -10
9914.936	0.3	error -10
10074.988	0.3	error -10
10472.952	0.3	error -10
10633.612	0.3	error -10
11027.952	0.3	error -10
11032.912	0.3	error -10
11187.224	0.3	error -10
11348.716	0.3	error -10
11510.088	0.3	error -10
12392.612	0.3	error -10
12554.06	0.3	error -10
13680.356	0.3	error -10
13685.096	0.3	error -10
13760.416	0.3	error -10
13921.228	0.3	error -10
14081.46	0.3	error -10
14642.444	0.3	error -10
14803.524	0.3	error -10
14964.16	0.3	error -10
15125.244	0.3	error -10
15524.308	0.3	error -10
15682.74	0.3	error -10
15842.404	0.3	error -10
16249.804	0.3	error -10
16565.112	0.3	error -10
16726.176	0.3	error -10
16886.988	0.3	error -10
17047.372	0.3	error -10
17603.756	0.3	error -10
17765.056	0.3	error -10
17926.252	0.3	error -10
18086.96	0.3	error -10
18888.856	0.3	error -10
18893.332	0.3	error -10
18968.844	0.3	error -10
19129.304	0.3	error -10
19290.356	0.3	error -10
19846.612	0.3	error -10
20007.612	0.3	error -10
20168.432	0.3	error -10
20329.484	0.3	error -10
20490.16	0.3	error -10
21440.088	0.3	error -10
21444.612	0.3	error -10
21518.516	0.3	error -10
21679.22	0.3	error -10
21999.7	0.3	error -10
22161.38	0.3	error -10
22401.948	0.3	error -10
22563.192	0.3	error -10
22723.412	0.3	error -10
22883.28	0.3	error -10
