onset	duration	trial_type
0.104	0.3	error -10
370.456	0.3	error -10
374.552	0.3	error -10
519.608	0.3	error -10
671.456	0.3	error -10
822.492	0.3	error -10
974.796	0.3	error -10
1504.38	0.3	error -10
1508.54	0.3	error -10
3716.476	0.3	error -10
4175.216	0.3	error -10
4179.568	0.3	error -10
4183.712	0.3	error -10
4636.252	0.3	error -10
4788.324	0.3	error -10
4940.16	0.3	error -10
5092.996	0.3	error -10
5247.824	0.3	error -10
5402.284	0.3	error -10
5556.864	0.3	error -10
5711.876	0.3	error -10
6021.708	0.3	error -10
6718.808	0.3	error -10
6722.752	0.3	error -10
7413.964	0.3	error -10
8483.804	0.3	error -10
8636.12	0.3	error -10
9331.504	0.3	error -10
9335.872	0.3	error -10
9869.048	0.3	error -10
11098.468	0.3	error -10
11103.032	0.3	error -10
11175.22	0.3	error -10
11636.812	0.3	error -10
11640.988	0.3	error -10
11787.888	0.3	error -10
11943.1	0.3	error -10
12098.976	0.3	error -10
12255.02	0.3	error -10
12410.452	0.3	error -10
12565.864	0.3	error -10
12721.692	0.3	error -10
13032.236	0.3	error -10
14338.372	0.3	error -10
14342.532	0.3	error -10
14490.772	0.3	error -10
14646.188	0.3	error -10
14798.864	0.3	error -10
14952.724	0.3	error -10
15107.716	0.3	error -10
15338.856	0.3	error -10
15493.2	0.3	error -10
15647.248	0.3	error -10
15801.876	0.3	error -10
15956.092	0.3	error -10
16110.28	0.3	error -10
16189.484	0.3	error -10
16418.304	0.3	error -10
17031.024	0.3	error -10
17035.376	0.3	error -10
17494.816	0.3	error -10
17957.58	0.3	error -10
18727.104	0.3	error -10
19659.876	0.3	error -10
19664.172	0.3	error -10
19736.976	0.3	error -10
19892.428	0.3	error -10
20048.648	0.3	error -10
20204.664	0.3	error -10
20360.516	0.3	error -10
20516.528	0.3	error -10
20672.316	0.3	error -10
20828.156	0.3	error -10
20828.5	0.3	error -10
20983.596	0.3	error -10
22139.76	0.3	error -10
22143.928	0.3	error -10
22294.956	0.3	error -10
22450.48	0.3	error -10
22605.876	0.3	error -10
22760.936	0.3	error -10
22916.176	0.3	error -10
23071.176	0.3	error -10
23226.12	0.3	error -10
23380.896	0.3	error -10
23535.944	0.3	error -10
23690.976	0.3	error -10
23845.94	0.3	error -10
24929.464	0.3	error -10
24933.632	0.3	error -10
25393.98	0.3	error -10
25699.164	0.3	error -10
20829.32	1	error -100
