onset	duration	trial_type
0.104	0.3	error -10
450.828	0.3	error -10
609.704	0.3	error -10
926.188	0.3	error -10
1632.56	0.3	error -10
1637.128	0.3	error -10
1869.164	0.3	error -10
2028.856	0.3	error -10
2187.06	0.3	error -10
2345.724	0.3	error -10
2583.52	0.3	error -10
2820.136	0.3	error -10
2980.028	0.3	error -10
3374.308	0.3	error -10
3533.136	0.3	error -10
3692.012	0.3	error -10
4163.68	0.3	error -10
4168.428	0.3	error -10
4243.748	0.3	error -10
4402.996	0.3	error -10
4639.372	0.3	error -10
4719.908	0.3	error -10
4956.532	0.3	error -10
5272.688	0.3	error -10
5431.512	0.3	error -10
5828.068	0.3	error -10
6147.9	0.3	error -10
6704.4	0.3	error -10
6709.116	0.3	error -10
7101.756	0.3	error -10
7497.98	0.3	error -10
7897.568	0.3	error -10
8058.376	0.3	error -10
8458.024	0.3	error -10
8619.312	0.3	error -10
8857.876	0.3	error -10
9262.296	0.3	error -10
9339.256	0.3	error -10
9499.916	0.3	error -10
9737.692	0.3	error -10
9978.076	0.3	error -10
10138.744	0.3	error -10
10377.172	0.3	error -10
10536.188	0.3	error -10
10935.932	0.3	error -10
11096.972	0.3	error -10
11336.344	0.3	error -10
11496.928	0.3	error -10
11978.344	0.3	error -10
11983.08	0.3	error -10
12059.408	0.3	error -10
12297.816	0.3	error -10
12458.892	0.3	error -10
12857.928	0.3	error -10
13018.768	0.3	error -10
13418.364	0.3	error -10
13579.02	0.3	error -10
13901.896	0.3	error -10
14064.452	0.3	error -10
14629.176	0.3	error -10
14633.712	0.3	error -10
14709.828	0.3	error -10
14872.052	0.3	error -10
15112.84	0.3	error -10
15275.14	0.3	error -10
15437.38	0.3	error -10
15678.64	0.3	error -10
15840.548	0.3	error -10
16241.904	0.3	error -10
16403.18	0.3	error -10
16564.284	0.3	error -10
16724.36	0.3	error -10
17205.164	0.3	error -10
17209.656	0.3	error -10
17365.744	0.3	error -10
17527	0.3	error -10
17764.404	0.3	error -10
17926.2	0.3	error -10
18325.536	0.3	error -10
18486.988	0.3	error -10
18726.62	0.3	error -10
18888.648	0.3	error -10
19288.432	0.3	error -10
19450.488	0.3	error -10
19855.412	0.3	error -10
19860.36	0.3	error -10
20016.252	0.3	error -10
20257.208	0.3	error -10
20419.292	0.3	error -10
20581.168	0.3	error -10
20822.164	0.3	error -10
20903.832	0.3	error -10
21306.004	0.3	error -10
21466.468	0.3	error -10
21703.508	0.3	error -10
21945.308	0.3	error -10
22430.66	0.3	error -10
22508.148	0.3	error -10
22909.608	0.3	error -10
23070.996	0.3	error -10
23309.792	0.3	error -10
23470.876	0.3	error -10
23630.744	0.3	error -10
23870.324	0.3	error -10
24030.356	0.3	error -10
24430.1	0.3	error -10
24591.32	0.3	error -10
25071.096	0.3	error -10
25075.644	0.3	error -10
25388.692	0.3	error -10
25550.34	0.3	error -10
25952.552	0.3	error -10
26034.472	0.3	error -10
26516.2	0.3	error -10
26677.652	0.3	error -10
27079.688	0.3	error -10
