onset	duration	trial_type
0.104	0.3	error -10
421.268	0.3	error -10
425.648	0.3	error -10
732.544	0.3	error -10
892.796	0.3	error -10
1049.072	0.3	error -10
1209.244	0.3	error -10
1444.496	0.3	error -10
1598.16	0.3	error -10
1831.364	0.3	error -10
1990.796	0.3	error -10
2387.7	0.3	error -10
2868.632	0.3	error -10
2945.18	0.3	error -10
3104.816	0.3	error -10
3342.224	0.3	error -10
3499.876	0.3	error -10
4058.872	0.3	error -10
4457.896	0.3	error -10
4618.584	0.3	error -10
5020.964	0.3	error -10
5503.288	0.3	error -10
5508.064	0.3	error -10
5584.576	0.3	error -10
5986.98	0.3	error -10
6148.796	0.3	error -10
6552.176	0.3	error -10
6714.764	0.3	error -10
7118.876	0.3	error -10
7281.448	0.3	error -10
7682.812	0.3	error -10
8084.628	0.3	error -10
8089.116	0.3	error -10
8243.596	0.3	error -10
8403.656	0.3	error -10
8722.092	0.3	error -10
8882.16	0.3	error -10
9358.112	0.3	error -10
9518.016	0.3	error -10
9755.608	0.3	error -10
9915.464	0.3	error -10
10312.624	0.3	error -10
10792.136	0.3	error -10
10797.096	0.3	error -10
10951.796	0.3	error -10
11033.548	0.3	error -10
11273.112	0.3	error -10
11432.568	0.3	error -10
11753.272	0.3	error -10
11994.264	0.3	error -10
12393.916	0.3	error -10
12549.792	0.3	error -10
13275.028	0.3	error -10
13279.596	0.3	error -10
13511.784	0.3	error -10
13672.104	0.3	error -10
14076.436	0.3	error -10
14239.056	0.3	error -10
14801.512	0.3	error -10
14961.932	0.3	error -10
15360.42	0.3	error -10
15846.14	0.3	error -10
15923.288	0.3	error -10
16082.74	0.3	error -10
16243.932	0.3	error -10
16405.368	0.3	error -10
16564.816	0.3	error -10
16805.988	0.3	error -10
17206.44	0.3	error -10
17367.68	0.3	error -10
17767.328	0.3	error -10
18328.004	0.3	error -10
18332.552	0.3	error -10
18566.68	0.3	error -10
18728.276	0.3	error -10
19611.36	0.3	error -10
19772.276	0.3	error -10
20012.716	0.3	error -10
20174.796	0.3	error -10
20574.8	0.3	error -10
21058.94	0.3	error -10
21063.692	0.3	error -10
21136.02	0.3	error -10
21295.228	0.3	error -10
21534.052	0.3	error -10
21695.144	0.3	error -10
22095.128	0.3	error -10
22256.568	0.3	error -10
22496.82	0.3	error -10
22656.088	0.3	error -10
23058.676	0.3	error -10
23542.704	0.3	error -10
23547.384	0.3	error -10
23779.192	0.3	error -10
24182.012	0.3	error -10
24344.044	0.3	error -10
24746.644	0.3	error -10
24909.092	0.3	error -10
25233.052	0.3	error -10
25394.68	0.3	error -10
26121.436	0.3	error -10
26126.412	0.3	error -10
26601.688	0.3	error -10
26763.964	0.3	error -10
27005.18	0.3	error -10
27167.272	0.3	error -10
27568.408	0.3	error -10
27730.436	0.3	error -10
27892.416	0.3	error -10
28212.672	0.3	error -10
28778.104	0.3	error -10
28783.024	0.3	error -10
29017.832	0.3	error -10
29258.416	0.3	error -10
29419.912	0.3	error -10
29581.952	0.3	error -10
29983.86	0.3	error -10
30065.54	0.3	error -10
30305.668	0.3	error -10
30542.664	0.3	error -10
30704.712	0.3	error -10
31430.92	0.3	error -10
31435.696	0.3	error -10
